settlement_date,tsd,temp
2021-01-01 00:00:00,28552.0,1.55
2021-01-01 02:00:00,26579.75,1.6
2021-01-01 04:00:00,25236.0,0.55
2021-01-01 06:00:00,25792.25,-0.35
2021-01-01 08:00:00,28162.75,-0.1
2021-01-01 10:00:00,32752.0,0.8
2021-01-01 12:00:00,35316.25,1.6
2021-01-01 14:00:00,36007.5,2.5
2021-01-01 16:00:00,39733.75,3.05
2021-01-01 18:00:00,37547.75,3.8
2021-01-01 20:00:00,32955.5,4.6
2021-01-01 22:00:00,28222.5,4.8
2021-01-02 00:00:00,26218.25,4.8
2021-01-02 02:00:00,25319.0,4.5
2021-01-02 04:00:00,25024.0,4.3
2021-01-02 06:00:00,26855.25,4.05
2021-01-02 08:00:00,30732.5,3.6
2021-01-02 10:00:00,33904.0,3.85
2021-01-02 12:00:00,35741.0,4.85
2021-01-02 14:00:00,36976.5,4.8
2021-01-02 16:00:00,41320.5,3.35
2021-01-02 18:00:00,39860.0,2.7
2021-01-02 20:00:00,34930.75,2.55
2021-01-02 22:00:00,29353.0,1.55
2021-01-03 00:00:00,26850.75,1.1
2021-01-03 02:00:00,25327.75,1.8
2021-01-03 04:00:00,24832.5,2.6
2021-01-03 06:00:00,26153.5,2.8
2021-01-03 08:00:00,29800.25,3.35
2021-01-03 10:00:00,34466.75,4.05
2021-01-03 12:00:00,36347.75,5.1
2021-01-03 14:00:00,37988.0,6.0
2021-01-03 16:00:00,42508.25,4.8
2021-01-03 18:00:00,40175.25,4.55
2021-01-03 20:00:00,34484.25,4.55
2021-01-03 22:00:00,28767.75,4.55
2021-01-04 00:00:00,26711.75,4.3
2021-01-04 02:00:00,25972.75,3.8
2021-01-04 04:00:00,26094.75,3.55
2021-01-04 06:00:00,31893.25,3.85
2021-01-04 08:00:00,38957.5,4.1
2021-01-04 10:00:00,41226.25,4.85
2021-01-04 12:00:00,42441.75,5.35
2021-01-04 14:00:00,42892.5,5.1
2021-01-04 16:00:00,45428.75,4.85
2021-01-04 18:00:00,43860.75,4.1
2021-01-04 20:00:00,37818.25,3.55
2021-01-04 22:00:00,30871.5,3.5
2021-01-05 00:00:00,28457.25,3.5
2021-01-05 02:00:00,28069.25,3.1
2021-01-05 04:00:00,27744.25,2.8
2021-01-05 06:00:00,33352.75,2.55
2021-01-05 08:00:00,40326.5,3.05
2021-01-05 10:00:00,41300.25,3.85
2021-01-05 12:00:00,41874.25,4.5
2021-01-05 14:00:00,42981.5,4.55
2021-01-05 16:00:00,45784.75,4.05
2021-01-05 18:00:00,44635.75,4.3
2021-01-05 20:00:00,39377.25,4.1
2021-01-05 22:00:00,32203.5,4.05
2021-01-06 00:00:00,30708.5,3.8
2021-01-06 02:00:00,29330.5,3.6
2021-01-06 04:00:00,29109.0,4.0
2021-01-06 06:00:00,35098.25,4.05
2021-01-06 08:00:00,41568.25,4.1
2021-01-06 10:00:00,42742.25,4.6
2021-01-06 12:00:00,43041.75,5.3
2021-01-06 14:00:00,43165.5,5.55
2021-01-06 16:00:00,45830.5,4.8
2021-01-06 18:00:00,45161.5,3.35
2021-01-06 20:00:00,40116.25,2.6
2021-01-06 22:00:00,33353.25,2.25
2021-01-07 00:00:00,31689.5,2.05
2021-01-07 02:00:00,30352.25,1.1
2021-01-07 04:00:00,30125.25,0.8500000000000001
2021-01-07 06:00:00,37567.0,0.8
2021-01-07 08:00:00,41976.5,0.8
2021-01-07 10:00:00,42673.75,1.3
2021-01-07 12:00:00,42702.25,2.55
2021-01-07 14:00:00,43414.0,3.05
2021-01-07 16:00:00,46342.5,1.55
2021-01-07 18:00:00,45262.5,0.0499999999999999
2021-01-07 20:00:00,39808.25,-0.95
2021-01-07 22:00:00,33653.25,-0.85
2021-01-08 00:00:00,31532.5,-1.0
2021-01-08 02:00:00,30013.75,-0.55
2021-01-08 04:00:00,30875.25,-0.1
2021-01-08 06:00:00,36607.25,-0.05
2021-01-08 08:00:00,41488.25,0.55
2021-01-08 10:00:00,42851.25,2.05
2021-01-08 12:00:00,43534.0,2.05
2021-01-08 14:00:00,43206.5,1.8
2021-01-08 16:00:00,45159.75,0.95
2021-01-08 18:00:00,43753.5,0.2
2021-01-08 20:00:00,38548.5,0.0499999999999999
2021-01-08 22:00:00,32992.0,0.75
2021-01-09 00:00:00,31386.75,0.9
2021-01-09 02:00:00,29986.25,1.05
2021-01-09 04:00:00,29037.75,1.05
2021-01-09 06:00:00,31037.25,1.05
2021-01-09 08:00:00,34816.75,0.35
2021-01-09 10:00:00,37612.5,1.05
2021-01-09 12:00:00,38142.75,4.1
2021-01-09 14:00:00,38640.25,4.25
2021-01-09 16:00:00,43078.75,1.8
2021-01-09 18:00:00,42123.25,-0.35
2021-01-09 20:00:00,37005.5,-0.7
2021-01-09 22:00:00,30971.75,-0.95
2021-01-10 00:00:00,28674.75,-1.5499999999999998
2021-01-10 02:00:00,27625.75,-1.6
2021-01-10 04:00:00,26849.25,-1.1
2021-01-10 06:00:00,28466.0,-1.0
2021-01-10 08:00:00,31935.0,-0.55
2021-01-10 10:00:00,36163.75,0.05
2021-01-10 12:00:00,38530.75,1.3
2021-01-10 14:00:00,39897.0,2.75
2021-01-10 16:00:00,43734.5,3.1
2021-01-10 18:00:00,40619.75,3.35
2021-01-10 20:00:00,34961.25,3.55
2021-01-10 22:00:00,28236.25,3.6
2021-01-11 00:00:00,26646.75,3.8
2021-01-11 02:00:00,25503.5,4.05
2021-01-11 04:00:00,25843.5,4.6
2021-01-11 06:00:00,32838.25,5.05
2021-01-11 08:00:00,40117.5,5.8
2021-01-11 10:00:00,41429.75,7.05
2021-01-11 12:00:00,40616.75,8.25
2021-01-11 14:00:00,40371.5,8.8
2021-01-11 16:00:00,42796.25,8.55
2021-01-11 18:00:00,40736.25,8.5
2021-01-11 20:00:00,34311.0,8.3
2021-01-11 22:00:00,28053.0,7.65
2021-01-12 00:00:00,26840.5,8.399999999999999
2021-01-12 02:00:00,26272.25,8.85
2021-01-12 04:00:00,26212.5,9.0
2021-01-12 06:00:00,32745.25,9.3
2021-01-12 08:00:00,39410.0,8.85
2021-01-12 10:00:00,40077.5,8.1
2021-01-12 12:00:00,40357.25,6.8
2021-01-12 14:00:00,40694.75,6.35
2021-01-12 16:00:00,44510.5,5.55
2021-01-12 18:00:00,43471.75,4.5
2021-01-12 20:00:00,38278.5,3.8
2021-01-12 22:00:00,32060.5,2.55
2021-01-13 00:00:00,30309.5,2.4
2021-01-13 02:00:00,28990.75,1.35
2021-01-13 04:00:00,28493.5,3.1
2021-01-13 06:00:00,33969.75,3.6
2021-01-13 08:00:00,40562.0,4.25
2021-01-13 10:00:00,41861.5,5.35
2021-01-13 12:00:00,42575.5,6.65
2021-01-13 14:00:00,42030.75,8.2
2021-01-13 16:00:00,44615.0,9.55
2021-01-13 18:00:00,42645.75,9.55
2021-01-13 20:00:00,37361.5,9.5
2021-01-13 22:00:00,31258.25,9.3
2021-01-14 00:00:00,29244.0,9.1
2021-01-14 02:00:00,27780.0,6.4
2021-01-14 04:00:00,27460.25,5.4
2021-01-14 06:00:00,33316.5,5.7
2021-01-14 08:00:00,39807.5,5.45
2021-01-14 10:00:00,41947.25,5.2
2021-01-14 12:00:00,43317.0,4.95
2021-01-14 14:00:00,42335.25,4.55
2021-01-14 16:00:00,44800.5,3.85
2021-01-14 18:00:00,42925.0,2.85
2021-01-14 20:00:00,37909.25,3.05
2021-01-14 22:00:00,32073.25,3.1
2021-01-15 00:00:00,30584.75,2.35
2021-01-15 02:00:00,29513.75,1.6
2021-01-15 04:00:00,28705.75,1.55
2021-01-15 06:00:00,34542.75,2.05
2021-01-15 08:00:00,41146.5,2.1
2021-01-15 10:00:00,42564.0,2.35
2021-01-15 12:00:00,42645.25,3.35
2021-01-15 14:00:00,41772.75,4.1
2021-01-15 16:00:00,45039.25,3.55
2021-01-15 18:00:00,43430.5,1.6
2021-01-15 20:00:00,36961.5,1.3
2021-01-15 22:00:00,29966.5,2.3
2021-01-16 00:00:00,26691.0,2.55
2021-01-16 02:00:00,25166.5,3.1
2021-01-16 04:00:00,24805.5,3.1
2021-01-16 06:00:00,26341.25,2.1
2021-01-16 08:00:00,31469.25,2.55
2021-01-16 10:00:00,35089.5,5.1
2021-01-16 12:00:00,35460.25,6.3
2021-01-16 14:00:00,35203.75,7.1
2021-01-16 16:00:00,39128.0,6.1
2021-01-16 18:00:00,38469.0,6.45
2021-01-16 20:00:00,32986.75,6.85
2021-01-16 22:00:00,27864.25,6.9
2021-01-17 00:00:00,26326.25,6.55
2021-01-17 02:00:00,24729.0,5.85
2021-01-17 04:00:00,23807.5,5.8
2021-01-17 06:00:00,25337.0,4.85
2021-01-17 08:00:00,28826.5,3.85
2021-01-17 10:00:00,31610.75,6.35
2021-01-17 12:00:00,34350.5,8.0
2021-01-17 14:00:00,36237.0,7.8
2021-01-17 16:00:00,41156.5,7.25
2021-01-17 18:00:00,39121.75,4.6
2021-01-17 20:00:00,33220.75,4.55
2021-01-17 22:00:00,27238.25,3.1
2021-01-18 00:00:00,25838.75,2.8
2021-01-18 02:00:00,25206.5,2.6500000000000004
2021-01-18 04:00:00,25201.5,3.1
2021-01-18 06:00:00,32325.75,2.6
2021-01-18 08:00:00,39474.0,3.35
2021-01-18 10:00:00,40191.0,5.1
2021-01-18 12:00:00,41356.75,6.6
2021-01-18 14:00:00,41173.5,6.6
2021-01-18 16:00:00,43432.25,7.0
2021-01-18 18:00:00,41871.75,7.3
2021-01-18 20:00:00,35401.25,8.05
2021-01-18 22:00:00,28340.5,8.55
2021-01-19 00:00:00,26180.75,9.35
2021-01-19 02:00:00,25734.0,9.6
2021-01-19 04:00:00,25223.75,10.35
2021-01-19 06:00:00,31763.75,11.3
2021-01-19 08:00:00,37757.5,11.6
2021-01-19 10:00:00,38215.5,11.6
2021-01-19 12:00:00,39141.25,11.3
2021-01-19 14:00:00,39035.25,10.8
2021-01-19 16:00:00,41742.5,10.35
2021-01-19 18:00:00,40271.0,10.5
2021-01-19 20:00:00,34128.25,10.05
2021-01-19 22:00:00,27270.5,10.55
2021-01-20 00:00:00,25399.5,10.6
2021-01-20 02:00:00,25190.0,10.55
2021-01-20 04:00:00,24773.5,10.5
2021-01-20 06:00:00,30400.25,10.55
2021-01-20 08:00:00,37833.75,10.3
2021-01-20 10:00:00,39612.75,10.5
2021-01-20 12:00:00,41306.5,10.05
2021-01-20 14:00:00,40558.25,10.05
2021-01-20 16:00:00,42594.25,9.6
2021-01-20 18:00:00,41209.75,9.85
2021-01-20 20:00:00,35054.0,9.95
2021-01-20 22:00:00,28365.0,9.45
2021-01-21 00:00:00,26031.25,6.949999999999999
2021-01-21 02:00:00,25169.0,5.199999999999999
2021-01-21 04:00:00,25069.0,4.4
2021-01-21 06:00:00,30504.0,4.949999999999999
2021-01-21 08:00:00,36305.75,6.05
2021-01-21 10:00:00,36457.25,7.9
2021-01-21 12:00:00,37297.75,8.65
2021-01-21 14:00:00,38516.25,8.35
2021-01-21 16:00:00,43002.5,7.8
2021-01-21 18:00:00,42376.5,7.1
2021-01-21 20:00:00,36383.75,6.449999999999999
2021-01-21 22:00:00,29690.0,5.3
2021-01-22 00:00:00,27450.5,3.65
2021-01-22 02:00:00,26538.25,2.8
2021-01-22 04:00:00,26375.75,1.8
2021-01-22 06:00:00,32217.25,0.9
2021-01-22 08:00:00,38436.25,0.75
2021-01-22 10:00:00,37786.0,3.85
2021-01-22 12:00:00,37476.25,6.45
2021-01-22 14:00:00,38377.25,7.1
2021-01-22 16:00:00,42510.25,6.6
2021-01-22 18:00:00,41912.75,5.3
2021-01-22 20:00:00,36752.5,4.55
2021-01-22 22:00:00,30983.5,4.05
2021-01-23 00:00:00,28913.75,3.8
2021-01-23 02:00:00,28243.25,3.0
2021-01-23 04:00:00,27462.75,2.3
2021-01-23 06:00:00,29716.5,1.3
2021-01-23 08:00:00,34034.0,0.35
2021-01-23 10:00:00,36002.75,1.3
2021-01-23 12:00:00,36165.5,2.6
2021-01-23 14:00:00,36685.0,4.0
2021-01-23 16:00:00,41372.0,3.35
2021-01-23 18:00:00,41511.75,2.55
2021-01-23 20:00:00,36700.25,0.55
2021-01-23 22:00:00,31150.5,-0.2
2021-01-24 00:00:00,29349.5,-0.25
2021-01-24 02:00:00,28360.0,-1.5499999999999998
2021-01-24 04:00:00,27496.5,-1.95
2021-01-24 06:00:00,28869.5,-1.0499999999999998
2021-01-24 08:00:00,32968.75,0.6000000000000001
2021-01-24 10:00:00,37244.0,1.1
2021-01-24 12:00:00,39151.25,1.1
2021-01-24 14:00:00,39441.0,1.6
2021-01-24 16:00:00,43221.25,1.4
2021-01-24 18:00:00,42119.0,1.8
2021-01-24 20:00:00,36909.5,1.9
2021-01-24 22:00:00,30834.75,2.0
2021-01-25 00:00:00,29081.5,2.0
2021-01-25 02:00:00,28048.5,1.05
2021-01-25 04:00:00,27888.25,0.55
2021-01-25 06:00:00,34711.0,-0.2
2021-01-25 08:00:00,40855.0,-0.85
2021-01-25 10:00:00,40897.0,1.3
2021-01-25 12:00:00,40057.25,3.85
2021-01-25 14:00:00,40846.0,5.1
2021-01-25 16:00:00,44664.75,4.0
2021-01-25 18:00:00,43984.25,2.55
2021-01-25 20:00:00,38646.5,1.3
2021-01-25 22:00:00,31753.75,0.1999999999999999
2021-01-26 00:00:00,29544.25,-0.05
2021-01-26 02:00:00,28804.5,-0.45
2021-01-26 04:00:00,28584.5,-0.45
2021-01-26 06:00:00,34907.25,-0.1
2021-01-26 08:00:00,42074.0,0.3
2021-01-26 10:00:00,43104.0,2.5
2021-01-26 12:00:00,44153.75,5.05
2021-01-26 14:00:00,43466.25,5.8
2021-01-26 16:00:00,45042.5,5.55
2021-01-26 18:00:00,43978.25,5.3
2021-01-26 20:00:00,38090.0,6.05
2021-01-26 22:00:00,31138.5,6.35
2021-01-27 00:00:00,28932.0,6.6
2021-01-27 02:00:00,28301.0,7.3
2021-01-27 04:00:00,27990.0,7.5
2021-01-27 06:00:00,33831.25,7.3
2021-01-27 08:00:00,40671.75,7.3
2021-01-27 10:00:00,41740.25,8.35
2021-01-27 12:00:00,42212.25,9.3
2021-01-27 14:00:00,41155.5,9.6
2021-01-27 16:00:00,43539.75,9.5
2021-01-27 18:00:00,42249.75,9.05
2021-01-27 20:00:00,36482.5,8.899999999999999
2021-01-27 22:00:00,29699.75,9.05
2021-01-28 00:00:00,27121.75,8.8
2021-01-28 02:00:00,26221.0,8.649999999999999
2021-01-28 04:00:00,25465.0,9.35
2021-01-28 06:00:00,30805.75,10.35
2021-01-28 08:00:00,37088.75,11.25
2021-01-28 10:00:00,37629.5,12.05
2021-01-28 12:00:00,38316.75,12.6
2021-01-28 14:00:00,38121.5,12.6
2021-01-28 16:00:00,42053.25,12.75
2021-01-28 18:00:00,40813.75,10.8
2021-01-28 20:00:00,34536.25,10.6
2021-01-28 22:00:00,27910.0,10.6
2021-01-29 00:00:00,25739.75,10.6
2021-01-29 02:00:00,24907.5,10.3
2021-01-29 04:00:00,24636.25,9.1
2021-01-29 06:00:00,30535.0,9.05
2021-01-29 08:00:00,36162.5,9.05
2021-01-29 10:00:00,36745.0,8.35
2021-01-29 12:00:00,36623.25,10.0
2021-01-29 14:00:00,36940.25,11.05
2021-01-29 16:00:00,40218.5,10.55
2021-01-29 18:00:00,39667.25,9.6
2021-01-29 20:00:00,34568.25,8.55
2021-01-29 22:00:00,28686.5,7.6
2021-01-30 00:00:00,26325.75,7.35
2021-01-30 02:00:00,24907.5,7.8
2021-01-30 04:00:00,23691.5,7.1
2021-01-30 06:00:00,26112.75,6.55
2021-01-30 08:00:00,30255.5,5.5
2021-01-30 10:00:00,33693.5,4.5
2021-01-30 12:00:00,34929.5,4.6
2021-01-30 14:00:00,34522.25,4.35
2021-01-30 16:00:00,38347.5,3.8
2021-01-30 18:00:00,38324.75,3.85
2021-01-30 20:00:00,33617.5,4.5
2021-01-30 22:00:00,29216.5,4.3
2021-01-31 00:00:00,27675.25,3.75
2021-01-31 02:00:00,26849.0,2.55
2021-01-31 04:00:00,26104.75,2.05
2021-01-31 06:00:00,27701.5,1.8
2021-01-31 08:00:00,31012.75,1.85
2021-01-31 10:00:00,35055.25,3.5
2021-01-31 12:00:00,37989.25,4.1
2021-01-31 14:00:00,38406.25,3.8
2021-01-31 16:00:00,42724.25,3.1
2021-01-31 18:00:00,41219.5,3.1
2021-01-31 20:00:00,35635.0,3.55
2021-01-31 22:00:00,29926.5,3.6
2021-02-01 00:00:00,28294.0,4.1
2021-02-01 02:00:00,27603.5,4.1
2021-02-01 04:00:00,27729.25,4.1
2021-02-01 06:00:00,34202.75,3.8
2021-02-01 08:00:00,40875.5,3.6
2021-02-01 10:00:00,41608.5,3.85
2021-02-01 12:00:00,41743.0,4.6
2021-02-01 14:00:00,41460.5,4.5
2021-02-01 16:00:00,44068.25,4.1
2021-02-01 18:00:00,43496.25,3.8
2021-02-01 20:00:00,38026.75,4.1
2021-02-01 22:00:00,30676.75,4.1
2021-02-02 00:00:00,28142.5,4.05
2021-02-02 02:00:00,27361.5,4.85
2021-02-02 04:00:00,26520.25,5.95
2021-02-02 06:00:00,32043.5,6.65
2021-02-02 08:00:00,38125.75,8.65
2021-02-02 10:00:00,38864.25,11.05
2021-02-02 12:00:00,39033.25,12.6
2021-02-02 14:00:00,38520.5,12.8
2021-02-02 16:00:00,41703.75,11.85
2021-02-02 18:00:00,40847.0,10.95
2021-02-02 20:00:00,34718.5,10.8
2021-02-02 22:00:00,28209.0,10.75
2021-02-03 00:00:00,26407.25,9.8
2021-02-03 02:00:00,25465.0,9.6
2021-02-03 04:00:00,25634.25,9.35
2021-02-03 06:00:00,31948.25,8.5
2021-02-03 08:00:00,38305.75,8.1
2021-02-03 10:00:00,38779.5,8.1
2021-02-03 12:00:00,38099.0,8.6
2021-02-03 14:00:00,37585.0,10.3
2021-02-03 16:00:00,41641.0,10.0
2021-02-03 18:00:00,41503.5,8.1
2021-02-03 20:00:00,35927.0,6.8
2021-02-03 22:00:00,29510.0,6.1
2021-02-04 00:00:00,27581.25,5.75
2021-02-04 02:00:00,26918.75,4.55
2021-02-04 04:00:00,26582.75,4.3
2021-02-04 06:00:00,32599.0,4.25
2021-02-04 08:00:00,38621.0,5.3
2021-02-04 10:00:00,39693.25,8.25
2021-02-04 12:00:00,40535.25,8.85
2021-02-04 14:00:00,40199.25,8.85
2021-02-04 16:00:00,43297.0,9.0
2021-02-04 18:00:00,42637.0,9.0
2021-02-04 20:00:00,36369.75,8.35
2021-02-04 22:00:00,29919.75,7.55
2021-02-05 00:00:00,27338.5,7.8
2021-02-05 02:00:00,26439.0,8.0
2021-02-05 04:00:00,25969.0,7.8
2021-02-05 06:00:00,31734.25,7.5
2021-02-05 08:00:00,37700.75,6.55
2021-02-05 10:00:00,37377.75,8.55
2021-02-05 12:00:00,37216.0,10.3
2021-02-05 14:00:00,37119.0,10.85
2021-02-05 16:00:00,40464.25,9.6
2021-02-05 18:00:00,40829.0,8.1
2021-02-05 20:00:00,35662.75,7.3
2021-02-05 22:00:00,29347.5,7.1
2021-02-06 00:00:00,27036.25,7.1
2021-02-06 02:00:00,25188.75,6.75
2021-02-06 04:00:00,24428.5,6.05
2021-02-06 06:00:00,27202.25,5.8
2021-02-06 08:00:00,31015.25,6.3
2021-02-06 10:00:00,32793.75,7.05
2021-02-06 12:00:00,33708.75,7.85
2021-02-06 14:00:00,33718.75,8.1
2021-02-06 16:00:00,37796.75,7.75
2021-02-06 18:00:00,38151.25,7.3
2021-02-06 20:00:00,32655.5,6.05
2021-02-06 22:00:00,27421.25,5.05
2021-02-07 00:00:00,25905.0,4.25
2021-02-07 02:00:00,24734.25,3.55
2021-02-07 04:00:00,23790.75,3.3
2021-02-07 06:00:00,25249.0,2.85
2021-02-07 08:00:00,29152.0,2.05
2021-02-07 10:00:00,33404.75,1.1
2021-02-07 12:00:00,35848.5,1.05
2021-02-07 14:00:00,36674.0,1.35
2021-02-07 16:00:00,40862.75,1.55
2021-02-07 18:00:00,39583.25,0.5
2021-02-07 20:00:00,33916.5,0.3
2021-02-07 22:00:00,27954.0,-0.25
2021-02-08 00:00:00,26328.75,-0.7
2021-02-08 02:00:00,26014.0,-1.25
2021-02-08 04:00:00,26342.25,-1.45
2021-02-08 06:00:00,33073.75,-1.2999999999999998
2021-02-08 08:00:00,40871.0,-1.1
2021-02-08 10:00:00,41875.25,-0.85
2021-02-08 12:00:00,42442.0,-0.7
2021-02-08 14:00:00,42098.0,-0.8
2021-02-08 16:00:00,44461.75,-0.8
2021-02-08 18:00:00,44512.5,-0.5
2021-02-08 20:00:00,38814.5,-0.3
2021-02-08 22:00:00,31811.25,-0.3
2021-02-09 00:00:00,30078.25,-0.6
2021-02-09 02:00:00,29676.25,-0.5
2021-02-09 04:00:00,29484.75,-0.4
2021-02-09 06:00:00,35156.75,-0.3
2021-02-09 08:00:00,41891.25,-0.75
2021-02-09 10:00:00,42518.5,0.1999999999999999
2021-02-09 12:00:00,42500.0,-0.05
2021-02-09 14:00:00,42428.5,-0.05
2021-02-09 16:00:00,44871.75,0.3
2021-02-09 18:00:00,44956.75,0.35
2021-02-09 20:00:00,39398.75,0.5
2021-02-09 22:00:00,31986.75,0.1
2021-02-10 00:00:00,30224.5,0.3
2021-02-10 02:00:00,29850.5,0.0
2021-02-10 04:00:00,29821.0,0.05
2021-02-10 06:00:00,36756.5,-0.7
2021-02-10 08:00:00,42109.0,-0.35
2021-02-10 10:00:00,41660.5,1.25
2021-02-10 12:00:00,41242.5,1.05
2021-02-10 14:00:00,41216.0,1.9
2021-02-10 16:00:00,45013.5,1.75
2021-02-10 18:00:00,45686.0,0.0999999999999999
2021-02-10 20:00:00,40546.25,-0.8999999999999999
2021-02-10 22:00:00,34030.5,-1.3
2021-02-11 00:00:00,32524.25,-1.2
2021-02-11 02:00:00,31251.75,-2.9
2021-02-11 04:00:00,31040.75,-2.05
2021-02-11 06:00:00,36418.0,-1.4
2021-02-11 08:00:00,41794.75,-1.15
2021-02-11 10:00:00,41745.25,-0.85
2021-02-11 12:00:00,41716.25,-0.15
2021-02-11 14:00:00,41308.75,0.2
2021-02-11 16:00:00,44643.25,0.0
2021-02-11 18:00:00,45454.0,-0.2
2021-02-11 20:00:00,39703.75,-0.2
2021-02-11 22:00:00,32254.25,-0.6
2021-02-12 00:00:00,30305.75,-1.0
2021-02-12 02:00:00,29626.25,-1.0
2021-02-12 04:00:00,28976.5,-1.0
2021-02-12 06:00:00,36368.75,-1.0
2021-02-12 08:00:00,41486.0,-0.1
2021-02-12 10:00:00,41113.25,0.9
2021-02-12 12:00:00,40196.5,0.65
2021-02-12 14:00:00,39356.0,0.1
2021-02-12 16:00:00,42756.0,-0.2
2021-02-12 18:00:00,43727.5,-0.4
2021-02-12 20:00:00,37465.0,-1.1
2021-02-12 22:00:00,30919.25,-1.2999999999999998
2021-02-13 00:00:00,28590.5,-2.2
2021-02-13 02:00:00,27732.0,-2.7
2021-02-13 04:00:00,27618.5,-3.2
2021-02-13 06:00:00,29551.25,-4.0
2021-02-13 08:00:00,33358.5,-3.5
2021-02-13 10:00:00,35066.5,-1.1
2021-02-13 12:00:00,35714.75,0.6000000000000001
2021-02-13 14:00:00,36798.5,1.0
2021-02-13 16:00:00,41049.75,0.8
2021-02-13 18:00:00,41659.0,0.8
2021-02-13 20:00:00,35826.0,1.3
2021-02-13 22:00:00,29873.25,1.6
2021-02-14 00:00:00,27971.75,2.0
2021-02-14 02:00:00,26984.0,1.6
2021-02-14 04:00:00,26683.0,1.3
2021-02-14 06:00:00,27337.25,1.6
2021-02-14 08:00:00,30946.75,1.8
2021-02-14 10:00:00,35163.5,2.35
2021-02-14 12:00:00,37468.75,3.35
2021-02-14 14:00:00,37732.75,4.05
2021-02-14 16:00:00,40421.25,4.3
2021-02-14 18:00:00,39537.25,3.6
2021-02-14 20:00:00,34258.25,4.35
2021-02-14 22:00:00,28503.0,4.1
2021-02-15 00:00:00,27451.25,4.85
2021-02-15 02:00:00,27183.0,5.8
2021-02-15 04:00:00,26860.5,6.55
2021-02-15 06:00:00,32134.5,7.05
2021-02-15 08:00:00,38361.0,7.75
2021-02-15 10:00:00,38447.75,8.85
2021-02-15 12:00:00,37520.0,10.8
2021-02-15 14:00:00,36696.5,12.55
2021-02-15 16:00:00,40085.75,11.1
2021-02-15 18:00:00,40850.25,9.85
2021-02-15 20:00:00,34728.5,9.35
2021-02-15 22:00:00,28211.0,10.0
2021-02-16 00:00:00,26635.0,10.05
2021-02-16 02:00:00,26945.5,10.05
2021-02-16 04:00:00,27050.0,9.3
2021-02-16 06:00:00,31058.5,9.55
2021-02-16 08:00:00,35706.75,9.6
2021-02-16 10:00:00,36222.75,9.55
2021-02-16 12:00:00,36852.5,10.3
2021-02-16 14:00:00,36656.25,10.05
2021-02-16 16:00:00,39574.75,10.05
2021-02-16 18:00:00,40838.75,9.25
2021-02-16 20:00:00,34906.5,8.35
2021-02-16 22:00:00,28222.5,7.85
2021-02-17 00:00:00,26333.75,7.85
2021-02-17 02:00:00,25235.75,7.9
2021-02-17 04:00:00,24580.5,9.05
2021-02-17 06:00:00,29326.0,9.3
2021-02-17 08:00:00,34075.75,9.55
2021-02-17 10:00:00,34461.0,10.3
2021-02-17 12:00:00,35040.75,11.25
2021-02-17 14:00:00,35971.75,11.05
2021-02-17 16:00:00,40259.75,10.8
2021-02-17 18:00:00,40667.0,11.05
2021-02-17 20:00:00,34061.25,10.8
2021-02-17 22:00:00,26837.25,10.35
2021-02-18 00:00:00,24484.25,9.35
2021-02-18 02:00:00,24233.5,9.35
2021-02-18 04:00:00,24590.0,10.05
2021-02-18 06:00:00,28007.0,9.4
2021-02-18 08:00:00,33381.25,10.35
2021-02-18 10:00:00,34513.25,10.55
2021-02-18 12:00:00,33196.5,9.05
2021-02-18 14:00:00,31881.75,10.1
2021-02-18 16:00:00,37606.75,9.3
2021-02-18 18:00:00,39449.5,7.3
2021-02-18 20:00:00,33940.75,6.3
2021-02-18 22:00:00,27646.5,6.05
2021-02-19 00:00:00,25603.75,5.85
2021-02-19 02:00:00,25028.25,5.75
2021-02-19 04:00:00,25026.25,6.05
2021-02-19 06:00:00,28375.0,6.85
2021-02-19 08:00:00,33643.5,8.05
2021-02-19 10:00:00,34968.75,9.3
2021-02-19 12:00:00,35232.5,9.9
2021-02-19 14:00:00,34610.75,10.6
2021-02-19 16:00:00,36528.75,10.6
2021-02-19 18:00:00,36553.0,10.2
2021-02-19 20:00:00,30797.5,10.9
2021-02-19 22:00:00,25415.0,11.5
2021-02-20 00:00:00,24032.5,12.6
2021-02-20 02:00:00,22708.25,12.8
2021-02-20 04:00:00,22181.25,12.6
2021-02-20 06:00:00,24165.5,11.8
2021-02-20 08:00:00,27411.75,11.6
2021-02-20 10:00:00,28662.0,12.4
2021-02-20 12:00:00,29069.25,14.1
2021-02-20 14:00:00,28370.5,15.3
2021-02-20 16:00:00,31802.5,15.05
2021-02-20 18:00:00,33152.5,14.3
2021-02-20 20:00:00,28411.75,14.75
2021-02-20 22:00:00,24284.75,14.05
2021-02-21 00:00:00,23327.5,13.6
2021-02-21 02:00:00,22401.25,12.55
2021-02-21 04:00:00,22463.75,11.6
2021-02-21 06:00:00,23695.0,10.6
2021-02-21 08:00:00,27018.75,10.6
2021-02-21 10:00:00,30397.5,11.85
2021-02-21 12:00:00,31787.5,12.95
2021-02-21 14:00:00,32148.0,13.9
2021-02-21 16:00:00,36740.5,13.05
2021-02-21 18:00:00,37759.5,11.6
2021-02-21 20:00:00,32781.25,10.8
2021-02-21 22:00:00,27402.75,10.5
2021-02-22 00:00:00,25684.75,9.6
2021-02-22 02:00:00,24947.0,9.05
2021-02-22 04:00:00,25094.25,8.3
